stop_id,arrival_info,stop_number,stop_name,latitude,longitude,direction,route_id
1048000220,進站中,36,臺北大學(臺北校區),25.05774,121.54274,go,0100000500
1047600500,4分鐘,37,捷運中山國中站,25.060855,121.544405,go,0100000500
1047600460,6分鐘,38,民權龍江路口,25.062395,121.5412752,go,0100000500
1047700060,7分鐘,39,民權建國路口,25.062483,121.53746,go,0100000500
1048300060,10分鐘,40,民權松江路口,25.062524,121.5334388,go,0100000500
1046800240,進站中,1,捷運行天宮站(松江路),25.060535,121.5331063,come,0100000500
1048500040,3分鐘,2,長春松江路口,25.055006,121.533011,come,0100000500
1045700260,7分鐘,3,南京吉林路口,25.052112,121.5303325,come,0100000500
1045400160,8分鐘,4,南京林森路口,25.052167,121.5257174,come,0100000500
1044400040,12分鐘,5,中山市場,25.051264,121.5220211,come,0100000500
1004100540,進站中,6,行政院,25.046484,121.5197596,come,0100000500
1004700340,4分鐘,7,臺北車站(公園),25.043929,121.516775,come,0100000500
1004600040,6分鐘,8,捷運台大醫院站,25.041935,121.5161481,come,0100000500
1004800040,8分鐘,9,一女中(公園),25.038007,121.5149627,come,0100000500
1004800540,9分鐘,10,市立大學附小,25.036462,121.5149763,come,0100000500
1006600640,11分鐘,11,南門,25.033565,121.515375,come,0100000500
1007600240,16分鐘,12,寧波重慶路口,25.028886,121.5153917,come,0100000500
1007100040,19分鐘,13,重慶南路三段(中正橋),25.024804,121.516528,come,0100000500
2344300940,23分鐘,14,捷運頂溪站,25.01443,121.5155769,come,0100000500
2344400140,25分鐘,15,中興街口,25.011595,121.5147464,come,0100000500
2344500840,27分鐘,16,樂華夜市,25.00839,121.51386,come,0100000500
2344500440,29分鐘,17,永和路口,25.005687,121.5128613,come,0100000500
2357400140,進站中,18,永安市場(永貞路),25.003661,121.513414,come,0100000500
2357400040,進站中,19,中安街,25.002081,121.512357,come,0100000500
2357400740,3分鐘,20,安平派出所,25.000769,121.511211,come,0100000500
2357600140,5分鐘,21,安平路,24.997722,121.511791,come,0100000500
2357600260,5分鐘,22,宜安路,24.997295,121.5112044,come,0100000500
2357600560,6分鐘,23,華泰新城(宜安路),24.998949,121.509048,come,0100000500
2357500760,7分鐘,24,雙和里,24.99973,121.5068521,come,0100000500
2357500660,8分鐘,25,南山高中,24.999775,121.505547,come,0100000500
2357500060,9分鐘,26,中和派出所,24.999855,121.5028195,come,0100000500
2357500260,10分鐘,27,中和廟口,25.000814,121.5009077,come,0100000500
2357500100,11分鐘,28,中和農會(中和路),25.001862,121.499868,come,0100000500
2355800060,14分鐘,29,一江新村,25.002636,121.498247,come,0100000500
2355701060,15分鐘,30,捷運中和站(中山路),25.002436,121.496157,come,0100000500
2355700760,15分鐘,31,家美工業區,25.00229,121.493465,come,0100000500
